Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
16_72_317,"[34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34]",[16],[72],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 23]","[34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34]","[34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34]"
16_65_318,"[630, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933]",[16],[65],"[0, 1, 2, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 23]","[630, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933]","[630, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933]"
18_45_319,"[8, 17, 17, 17, 36, 36, 36, 36, 36, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102]",[18],[45],"[0, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[8, 17, 17, 17, 36, 36, 36, 36, 36, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102]","[8, 17, 17, 17, 36, 36, 36, 36, 36, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102]"
21_34_320,"[142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142]",[21],[34],"[0, 1, 12, 13, 14, 16, 17, 18, 21, 22, 23]","[142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142]","[142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142]"
8_44_321,"[45, 60, 60, 152, 160, 243, 315, 321, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394]",[8],[44],"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21, 22]","[45, 60, 60, 152, 160, 243, 315, 321, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394]","[45, 60, 60, 152, 160, 243, 315, 321, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394]"
3_88_322,"[948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948]",[3],[88],"[0, 1, 2, 3, 4, 5, 18, 19, 21, 22, 23]","[948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948]","[948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948]"
62_55_323,"[27, 35, 40, 41, 60, 66, 72, 72, 111, 128, 149, 152, 185, 204, 212, 212, 219, 242, 247, 289]",[62],[55],"[0, 1, 8, 9, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[27, 35, 40, 41, 60, 66, 72, 72, 111, 128, 149, 152, 185, 204, 212, 212, 219, 242, 247, 289]","[27, 35, 40, 41, 60, 66, 72, 72, 111, 128, 149, 152, 185, 204, 212, 212, 219, 242, 247, 289]"
2_35_324,"[293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293]",[2],[35],"[3, 4, 5, 6, 7, 8, 9, 20]","[293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293]","[293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293]"
24_55_325,"[69, 69, 69, 69, 69, 74, 74, 74, 74, 80, 80, 80, 80, 80, 85, 89, 89, 97, 139, 160]",[24],[55],"[0, 1, 2, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[69, 69, 69, 69, 69, 74, 74, 74, 74, 80, 80, 80, 80, 80, 85, 89, 89, 97, 139, 160]","[69, 69, 69, 69, 69, 74, 74, 74, 74, 80, 80, 80, 80, 80, 85, 89, 89, 97, 139, 160]"
12_54_326,"[179, 179, 331, 383, 654, 654, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812]",[12],[54],"[0, 1, 4, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[179, 179, 331, 383, 654, 654, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812]","[179, 179, 331, 383, 654, 654, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812, 812]"
11_75_327,"[586, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008]",[11],[75],"[0, 1, 3, 4, 5, 11, 12, 13, 14, 17, 20, 21, 22, 23]","[586, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008]","[586, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008, 1008]"
22_65_328,"[263, 263, 316, 316, 316, 316, 316, 316, 316, 316, 316, 410, 410, 410, 410, 410, 410, 410, 410, 410]",[22],[65],"[0, 1, 2, 3, 8, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23]","[263, 263, 316, 316, 316, 316, 316, 316, 316, 316, 316, 410, 410, 410, 410, 410, 410, 410, 410, 410]","[263, 263, 316, 316, 316, 316, 316, 316, 316, 316, 316, 410, 410, 410, 410, 410, 410, 410, 410, 410]"
11_34_329,"[24, 250, 250, 276, 276, 276, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361]",[11],[34],"[0, 1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22]","[24, 250, 250, 276, 276, 276, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361]","[24, 250, 250, 276, 276, 276, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361]"
16_95_330,"[556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556]",[16],[95],"[1, 2, 3, 4, 5, 6, 7, 11, 12, 14, 15, 16, 17, 19, 20, 21, 22, 23]","[556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556]","[556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556]"
63_54_331,"[654, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685]",[63],[54],"[0, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[654, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685]","[654, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685]"
21_45_332,"[144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 388, 388, 388, 388, 388, 388, 388, 388, 388, 388]",[21],[45],"[10, 11, 12, 13, 15, 17, 20, 21]","[144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 388, 388, 388, 388, 388, 388, 388, 388, 388, 388]","[144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 388, 388, 388, 388, 388, 388, 388, 388, 388, 388]"
2_38_333,"[9, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 490, 490, 490, 490, 490, 490, 490, 490]",[2],[38],"[0, 1, 2, 3, 4, 5, 8, 9, 11, 12, 13, 15, 18, 20, 21, 22, 23]","[9, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 490, 490, 490, 490, 490, 490, 490, 490]","[9, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 258, 490, 490, 490, 490, 490, 490, 490, 490]"
16_58_334,"[1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022]",[16],[58],"[0, 1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]","[1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022]","[1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022, 1022]"
22_55_335,"[382, 382, 382, 382, 382, 382, 382, 382, 382, 382, 382, 382, 382, 410, 410, 410, 410, 410, 466, 466]",[22],[55],"[9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 21, 22]","[382, 382, 382, 382, 382, 382, 382, 382, 382, 382, 382, 382, 382, 410, 410, 410, 410, 410, 466, 466]","[382, 382, 382, 382, 382, 382, 382, 382, 382, 382, 382, 382, 382, 410, 410, 410, 410, 410, 466, 466]"
22_94_336,"[771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771]",[22],[94],"[0, 1, 4, 10, 11, 12, 13, 14, 16, 17, 21]","[771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771]","[771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771, 771]"
11_47_337,"[61, 70, 70, 170, 170, 170, 170, 170, 170, 170, 170, 170, 170, 176, 284, 460, 460, 460, 460, 515]",[11],[47],"[0, 1, 3, 4, 11, 12, 13, 14, 15, 20, 21, 22, 23]","[61, 70, 70, 170, 170, 170, 170, 170, 170, 170, 170, 170, 170, 176, 284, 460, 460, 460, 460, 515]","[61, 70, 70, 170, 170, 170, 170, 170, 170, 170, 170, 170, 170, 176, 284, 460, 460, 460, 460, 515]"
16_4_338,"[104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104]",[16],[4],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20]","[104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104]","[104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104]"
21_44_339,"[146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146]",[21],[44],"[12, 13, 14, 15, 16, 17, 19, 20, 23]","[146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146]","[146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146]"
16_49_340,"[868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868]",[16],[49],"[0, 1, 2, 3, 4, 5, 8, 9, 11, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]","[868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868]","[868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868]"
11_44_341,"[232, 432, 432, 432, 432, 432, 432, 432, 432, 432, 432, 432, 551, 551, 551, 551, 551, 551, 551, 551]",[11],[44],"[0, 7, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23]","[232, 432, 432, 432, 432, 432, 432, 432, 432, 432, 432, 432, 551, 551, 551, 551, 551, 551, 551, 551]","[232, 432, 432, 432, 432, 432, 432, 432, 432, 432, 432, 432, 551, 551, 551, 551, 551, 551, 551, 551]"
11_55_342,"[21, 65, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 366, 366, 366, 382, 470, 672]",[11],[55],"[0, 1, 2, 3, 4, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23]","[21, 65, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 366, 366, 366, 382, 470, 672]","[21, 65, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 366, 366, 366, 382, 470, 672]"
64_73_343,"[554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554]",[64],[73],"[11, 12, 13, 14, 15, 16, 17, 18]","[554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554]","[554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554, 554]"
65_54_344,"[463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463]",[65],[54],"[4, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 23]","[463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463]","[463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463]"
21_44_345,"[339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339]",[21],[44],"[0, 5, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339]","[339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339, 339]"
48_28_346,"[1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033]",[48],[28],"[0, 1, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033]","[1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033, 1033]"
11_5_347,"[545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545]",[11],[5],"[10, 11, 12, 16]","[545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545]","[545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545, 545]"
16_88_348,"[948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948]",[16],[88],"[0, 1, 2, 3, 4, 5, 6, 19, 21, 22, 23]","[948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948]","[948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948, 948]"
11_35_349,"[361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361]",[11],[35],"[0, 2, 3, 4, 5, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22]","[361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361]","[361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361, 361]"
5_54_350,"[18, 36, 89, 115, 137, 137, 137, 137, 186, 191, 221, 299, 300, 373, 373, 373, 373, 373, 373, 373]",[5],[54],"[0, 1, 2, 3, 4, 5, 6, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[18, 36, 89, 115, 137, 137, 137, 137, 186, 191, 221, 299, 300, 373, 373, 373, 373, 373, 373, 373]","[18, 36, 89, 115, 137, 137, 137, 137, 186, 191, 221, 299, 300, 373, 373, 373, 373, 373, 373, 373]"
25_44_351,"[355, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017]",[25],[44],"[11, 20]","[355, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017]","[355, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017, 1017]"
21_45_352,"[205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205]",[21],[45],"[12, 13, 14, 15, 16, 17, 18]","[205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205]","[205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205, 205]"
48_44_353,"[879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879]",[48],[44],"[0, 1, 2, 3, 4, 5, 8, 9, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23]","[879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879]","[879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879, 879]"
66_45_354,"[628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628]",[66],[45],"[13, 14, 15, 16, 17, 18, 19, 20, 21]","[628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628]","[628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628, 628]"
67_73_355,"[198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198]",[67],[73],"[12, 13, 14, 16, 17, 21]","[198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198]","[198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198]"
11_65_356,"[406, 406, 406, 406, 406, 406, 406, 406, 406, 475, 538, 538, 586, 630, 630, 759, 759, 759, 759, 759]",[11],[65],"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 22]","[406, 406, 406, 406, 406, 406, 406, 406, 406, 475, 538, 538, 586, 630, 630, 759, 759, 759, 759, 759]","[406, 406, 406, 406, 406, 406, 406, 406, 406, 475, 538, 538, 586, 630, 630, 759, 759, 759, 759, 759]"
0_47_357,"[16, 16, 16, 16, 170, 170, 170, 170, 561, 561, 561, 561, 561, 561, 561, 561, 561, 561, 561, 561]",[0],[47],"[0, 1, 2, 3, 7, 10, 11, 12, 13, 14, 15, 16, 21, 22]","[16, 16, 16, 16, 170, 170, 170, 170, 561, 561, 561, 561, 561, 561, 561, 561, 561, 561, 561, 561]","[16, 16, 16, 16, 170, 170, 170, 170, 561, 561, 561, 561, 561, 561, 561, 561, 561, 561, 561, 561]"
24_45_358,"[21, 21, 21, 21, 44, 74, 96, 117, 117, 117, 117, 117, 117, 206, 242, 244, 265, 265, 271, 289]",[24],[45],"[0, 1, 2, 10, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23]","[21, 21, 21, 21, 44, 74, 96, 117, 117, 117, 117, 117, 117, 206, 242, 244, 265, 265, 271, 289]","[21, 21, 21, 21, 44, 74, 96, 117, 117, 117, 117, 117, 117, 206, 242, 244, 265, 265, 271, 289]"
16_39_359,"[314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314]",[16],[39],"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314]","[314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314, 314]"
68_44_360,"[76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76]",[68],[44],"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76]","[76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76]"
22_55_361,"[239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 269]",[22],[55],"[0, 1, 10, 11, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23]","[239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 269]","[239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 269]"
11_77_362,"[264, 264, 264, 264, 389, 491, 491, 491, 491, 491, 491, 672, 672, 672, 672, 672, 672, 672, 672, 672]",[11],[77],"[0, 1, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","[264, 264, 264, 264, 389, 491, 491, 491, 491, 491, 491, 672, 672, 672, 672, 672, 672, 672, 672, 672]","[264, 264, 264, 264, 389, 491, 491, 491, 491, 491, 491, 672, 672, 672, 672, 672, 672, 672, 672, 672]"
69_44_363,"[40, 48, 48, 60, 87, 98, 120, 139, 146, 152, 189, 199, 235, 242, 244, 247, 295, 295, 324, 338]",[69],[44],"[0, 1, 2, 3, 4, 5, 14, 15, 16, 18, 19, 20, 21, 22, 23]","[40, 48, 48, 60, 87, 98, 120, 139, 146, 152, 189, 199, 235, 242, 244, 247, 295, 295, 324, 338]","[40, 48, 48, 60, 87, 98, 120, 139, 146, 152, 189, 199, 235, 242, 244, 247, 295, 295, 324, 338]"
30_55_364,"[497, 907, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043]",[30],[55],"[2, 4, 7, 12, 15, 16, 18]","[497, 907, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043]","[497, 907, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 1043]"
26_84_365,"[458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458]",[26],[84],"[0, 1, 2, 3, 9, 10, 11, 12, 13, 14, 15, 16, 18, 21, 22, 23]","[458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458]","[458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458, 458]"
16_57_366,"[453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453]",[16],[57],"[2, 3, 4, 5]","[453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453]","[453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453]"
16_19_367,"[566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566]",[16],[19],"[1, 2, 3, 4, 5, 6, 11, 12, 15, 16, 17, 18, 19, 20, 21]","[566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566]","[566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566, 566]"
11_86_368,"[250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250]",[11],[86],"[0, 1, 2, 4, 5, 13, 14, 15, 16, 17, 18, 19, 22, 23]","[250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250]","[250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250]"
7_34_369,"[17, 17, 17, 17, 17, 17, 70, 100, 100, 113, 170, 238, 238, 238, 238, 238, 238, 238, 238, 238]",[7],[34],"[0, 2, 4, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[17, 17, 17, 17, 17, 17, 70, 100, 100, 113, 170, 238, 238, 238, 238, 238, 238, 238, 238, 238]","[17, 17, 17, 17, 17, 17, 70, 100, 100, 113, 170, 238, 238, 238, 238, 238, 238, 238, 238, 238]"
70_6_370,"[184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 421, 502, 502, 502, 502, 502]",[70],[6],"[0, 1, 2, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 421, 502, 502, 502, 502, 502]","[184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 421, 502, 502, 502, 502, 502]"
16_7_371,"[742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742]",[16],[7],"[0, 1, 2, 3, 4, 5, 6, 7, 9, 17, 18, 19, 20, 21, 22, 23]","[742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742]","[742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742, 742]"
11_55_372,"[21, 21, 21, 53, 366, 366, 366, 366, 366, 366, 366, 366, 366, 551, 551, 551, 551, 551, 551, 551]",[11],[55],"[0, 2, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23]","[21, 21, 21, 53, 366, 366, 366, 366, 366, 366, 366, 366, 366, 551, 551, 551, 551, 551, 551, 551]","[21, 21, 21, 53, 366, 366, 366, 366, 366, 366, 366, 366, 366, 551, 551, 551, 551, 551, 551, 551]"
